id,lon,lat,title,roi_err,w_code,level,far_fog_color,s_value,l_value,v_value,hsl,road_code
120,37.7585460,128.8047310,후용리_20170103_1130-1200_주간_안개_3.avi,N,fog,1,169,0,0,40,0,0
121,37.7585460,128.8047310,후용리_20170113_1200-1230_주간_눈.avi,N,snow,1,126,0,0,1020,0,0
122,37.7585460,128.8047310,후용리_20170113_1200-1230_주간_눈_2.avi,N,snow,1,137,0,0,1020,0,0
123,37.7585460,128.8047310,후용리_20170113_1200-1230_주간_눈_3.avi,N,snow,1,132,0,0,1020,0,0
124,37.7585460,128.8047310,후용리_20170120_0800-0830_주간_안개.avi,N,fog,0,155,0,0,1020,0,0
125,37.7585460,128.8047310,후용리_20170120_0800-0830_주간_안개_2.avi,N,fog,1,155,0,0,1020,0,0
126,37.7585460,128.8047310,후용리_20170120_0800-0830_주간_안개_3.avi,N,fog,1,155,0,0,1020,0,0
127,37.7585460,128.8047310,후용리_20170121_0930-1000_주간_눈.avi,N,snow,1,150,0,0,1020,0,0
128,37.7585460,128.8047310,후용리_20170121_0930-1000_주간_눈_2.avi,N,snow,1,151,0,0,1020,0,0
129,37.7585460,128.8047310,후용리_20170121_0930-1000_주간_눈_3.avi,N,fog,1,149,0,0,1020,0,0
130,37.7585460,128.8047310,후용리_20170129_1600-1700_주간_비.avi,N,rain,0,125,0,0,1020,0,0
131,37.7585460,128.8047310,후용리_20170129_1600-1700_주간_비_2.avi,N,rain,0,126,0,0,1020,0,0
132,37.7585460,128.8047310,후용리_20170129_1600-1700_주간_비_3.avi,N,rain,0,131,0,0,1020,0,0
