37.68574939,128.6672318,1
37.68520599,128.6713516,2
37.68357578,128.6744415,3
37.68153796,128.676759,4
37.68065489,128.6779606,5
37.67956802,128.679763,6
37.67854906,128.6821663,7
37.67834527,128.6835396,8
37.67827734,128.6859429,9
37.67834527,128.6876595,10
37.67848772,128.6910189,11
37.67864057,128.6927784,12
37.67872548,128.6939801,13
37.67875945,128.6952246,14
37.67886134,128.6965764,15
37.67891229,128.697821,16
37.67896324,128.6994089,17
37.6790991,128.7009967,18
37.67918401,128.7027133,19
37.6793878,128.7047733,20
37.67940479,128.7071122,21
37.67921798,128.7087215,22
37.67889531,128.7104596,23
37.67848772,128.7123478,24
37.67789333,128.7143005,25
37.6770068,128.7166323,26
37.6745612,128.7204947,27
37.67252313,128.7241854,28
37.67068882,128.726932,29
37.66858271,128.7304511,30
37.66708802,128.733541,31
37.66552535,128.737575,32
37.66409854,128.7428965,33
37.66362293,128.7468447,34
37.66321526,128.7511362,35
37.66369087,128.7547411,36
37.66403059,128.7575735,37
37.66430237,128.7619509,38
37.66403059,128.7663283,39
37.66471003,128.7697615,40
37.66513917,128.7705035,41
37.66626022,128.7722201,42
37.66731332,128.7732716,43
37.66843434,128.7740011,44
37.6698271,128.7744303,45
37.67193318,128.7746019,46
37.67422601,128.7744732,47
37.67641688,128.7743659,48
37.67872656,128.7742586,49
37.68040783,128.7741728,50
37.68300607,128.7739582,51
37.68531555,128.7737651,52
37.68769288,128.7734647,53
37.68944186,128.7731428,54
37.69139456,128.7722845,55
37.69585221,128.7695501,56
37.69755007,128.7690781,57
37.70018167,128.7690566,58
